user_account,balance_ether,balance_value,total_transactions,sent,received,n_contracts_sent,n_contracts_received,classification
0xf76066aff018ab875d8b8dccbeec972e569aaa63,0.041103751035,16.03,704,0,16,16,0,0
0xa6dc033d546c0f4b24ced394e45752b99d6030ba,0.00344531088,1.34,527,0,16,16,0,0
0xd14f8ef032270cb8df85d46c084d240fab849e3e,0.0005082239320807,0.2,147,0,7,6,0,0
0x7a8f9640a44523bd3df0e1d538f5a41d62571fe3,0.018551786448191,7.23,24,0,2,0,0,0
0xde3450c2a4808fb059bd342b48c8a083fa4d2017,0.0,0.0,6,0,2,1,0,0
0x7265028ca4653ee0abc93008e5f572afcf3e3554,0.0102671106635296,4.0,163,0,7,7,0,0
0xc754eab519a11d91be53b3ed47fd1635d7bba11f,1.02194e-05,0.01,34,0,2,1,0,0
0xcbb54d2a23f1790dc5d62c465c526ff250f882e2,1.62193e-05,0.01,35,0,3,1,0,0
0x005ea3afb96d893a6e661c33fbdc59ed6215ed92,0.2245694019130244,87.57,48,0,1,1,0,0
0x8cceda315e49463d0d1744d4c778aed478232794,0.000252,0.1,12,1,1,0,0,0
0x60f357edf9c1ef1b5bb16f852b4a70b53eee1821,0.0,0.0,12,0,2,1,0,0
0xfad2591e66da6272ab4370879aeb0421b85cc969,1.36105e-05,0.01,37,0,2,2,0,0
0x1216ee24430c76bd5e23855875e834b602081235,0.0,0.0,2,0,1,0,0,0
0xa33d93a7fd159e1a2c6e69819d6b923d43add6d2,1.00000055133e-06,0.01,37,0,2,1,0,0
0xa5de12054c99575a56c82855edffb23493fcf6a6,0.000126877,0.05,5,0,1,1,0,0
0x0f5890c69685e2cf2fb51eb5b1d5647ef10acdd0,0.009139,3.56,459,0,11,6,0,0
0x3d0fa47a1b6c8fc4b21a8eec5914e2ec46dfc0f7,9.09054266e-05,0.04,15,0,2,2,0,0
0xabfbdb186b2bf7e0f5cbc25b33d4c31d28c503a6,0.0,0.0,6,0,1,0,0,0
0xb726a832680d1e3f196d21d899eb266f51998d9f,2.4444061e-05,0.01,19,0,4,4,0,0
0x245fbf102f775418b9957b5bb59acadc679e4fe3,0.0002306727721,0.09,14,0,5,5,0,0
0xde90ec37262db7eb2396524198eee0e8d416826a,0.0002306811479,0.09,14,0,4,4,0,0
0x436db4d02aa1862ef82d486f68f98922fd05fc10,0.0002600750179,0.1,14,0,3,3,0,0
0x9edf81a62ce3530a7bf06c1f1f93250df0f83192,1.64696e-05,0.01,51,1,3,1,0,0
0xed993cbb55889f6a012b5e0dd9505f5c4c369c9c,5.12884934096284,1999.99,47,0,1,0,0,0
0xdaf108abc09e3411551f7d41c7da8b073edb5900,0.0002018883853,0.08,14,0,5,5,0,0
0xa4d108f6df508a2a3c20645d451a30c8508b75f6,0.0002738809021,0.11,14,0,4,4,0,0
0x00e71ec37d68b1f7ad0e0cc581b7ab4d98bf8367,2.74879e-05,0.01,35,1,2,1,0,0
0x20fba75a096eba7e9797516bda7e739451177d11,6.643152442000001e-05,0.03,18,0,3,3,0,0
0xe4da055e356ccf359abaf9b7bb1906feb8d994fb,0.0002009872067,0.08,20,0,1,1,0,0
0xa667ec23d58ce717b89e8d7010e5706bcd4062df,0.0002738162621,0.11,14,0,4,4,0,0
0x19e524d5c1e2e863c5094799182b645d9b53cb50,2.146972980508187,837.21,16,0,1,1,0,0
0x3209e020b641163f5a7418a899c70f09c00bd2ed,0.0,0.0,6538,0,333,0,0,0
0x85387a06d39dfbbcff8f563e64e1e23414d6bbcf,0.0002778306411,0.11,14,0,4,4,0,0
0x9016c9cbacc47b07ad14fa7c226429ffb69e4507,0.3166626068,123.48,17240,5,337,337,0,0
0x51aa0a6e003ae16769b3e516c4db1cfafd877e21,0.5456254171000118,212.77,91,1,2,1,0,0
0xb17481081084dc92a28bb77f9481f60bc2af6674,0.0,0.0,15,0,2,2,0,0
0xaf5320f34ac99fbb8a0ef4a65f016ae27d38cf9f,0.0,0.0,622,0,53,0,0,0
0xdd2998cf20d5d0328f96e9934a11744afea37de3,1.1054748028286638,431.08,742,2,10,0,0,0
0x8ee79601a646c3a9743198a00915eae6d807e946,2e-15,0.01,3385,39,59,0,0,0
0x30385a99e66469a8c0bf172896758dd4595704a9,0.0630665118850525,24.59,4798,0,5,5,0,0
0x55137cf349a62b2badaf0e82b96c741640aead53,6.999999999999999e-15,0.01,2,0,1,0,0,0
0x5d0c8a12ec18e56d3038bff25a662661e63caa64,1.654e-05,0.01,6,0,1,0,0,0
0x1949053749bc67548bf078b57216ad8607ffbb1f,0.0,0.0,13,0,2,1,0,0
0xc5ffc3a14ae2f4d1f2fe1b6fdd1939a907f8fbfe,1.000000864468e-06,0.01,35,0,3,1,0,0
0x795c1d62902d3d9aa04918244652d532313c9ba2,3.9007e-05,0.02,6,0,2,1,0,0
0x7544b7da3bd457908108ab38e2a0dd65de3a6b09,0.9961045315743464,388.43,1020,0,3,3,0,0
0xc1e20707d0a15e3edb5ce4e8ca2c4be4f29b0564,1.119444917e-09,0.01,59,1,2,0,0,0
0x06ce05ce4a96a3d4105f58dca90a69bff7dcb426,0.05,19.5,123,1,2,2,0,0
0xcc73b8200071b5b4350d7e3d1720c25d70a85a37,0.0069620779,2.71,305,0,6,6,0,0
0xc1ac79a9904ce52bd3900d95eb6f92c93dce3296,0.0,0.0,78,0,3,0,0,0
0x22a7d2a1c11f7242af1cd004581b6c5016b3fa38,1.6838442019082005e-05,0.01,13133,0,705,684,0,0
0x99df6e6b764656f9426a4274916a8468524c672d,0.0043520813529873,1.7,757,2,1,0,0,0
0x6033e7dc48763b197c8ab22e5dee8b464122ed8b,0.0003696663109687,0.14,182,0,5,5,0,0
0x8f2d1a6edb0b603e955b7373d17c6586c5ad4c02,0.0540056055342355,21.06,392,0,1,0,0,0
0xa9fd3bcf31d20d8eefad29f02dfb97fc765ff9d4,0.002603575,1.02,21,0,1,1,0,0
0xa29afa314e3efd5828b1ea71d9986d1ed465c759,0.0,0.0,444,0,30,30,0,0
0x6ab2cfa588c12ebbf8420291c9c84047cba3131f,0.0264603259261142,10.32,906,0,19,7,0,0
0xd320e2ce73222779369bdeb2f6c6180a3676aaaa,0.003879367,1.51,1543,4,9,0,0,0
0xb22d19f01ec2e96e415d9359567d04d64cfcf3e7,0.0,0.0,8,0,1,1,0,0
0x0a6442ac03af489010889e6feb0685e9fa91e096,7.6813e-05,0.03,6,0,1,1,0,0
0x582ca0fe9d9ef6a9986e6c2056d332c434c99eab,0.0001276,0.05,4,0,1,1,0,0
0x642a46b8b2766b96a78f9480c1b2994520ff4a60,1.55083e-05,0.01,34,1,2,1,0,0
0x2a22e55f3631882fadc8c7eee589c78057b7e2e4,0.06714553628,26.18,69,0,15,15,0,0
0xda459bb8c2736c36458fccd1f2e6c3baf65a9f22,7.208290841e-05,0.03,5,1,1,1,0,0
0xfb4a9005530a0ab95ff31246d7f604f036818d25,0.0013482934023905,0.53,392,0,5,5,0,0
0x0bb28d0b5ee1c0946d5dc6c22234a0fbf87a6234,0.0,0.0,16,1,2,1,0,0
0xebd9f17651beb1e36b87dc1c1926af905e0f9f9f,1.915375e-06,0.01,18,0,1,1,0,0
0x38f2440fd96e044d02a8f9566d6b320bad583a06,0.00017371278,0.07,44,0,8,8,0,0
0xdd22a8eaccf881d80e39b71273ac2e264e07cbe4,0.0,0.0,11,1,2,1,0,0
0x0e793e3eb99cf0e18395d78a9b7ff909dffefa8b,0.0,0.0,13,0,5,0,0,0
0xe1ad403ef6e31262b95af0c4790855f442160fc9,0.0,0.0,38,0,2,2,0,0
0xed65a59a643d884d47e5065d7ba6164b14623034,0.000282325068,0.11,4,0,1,1,0,0
0x84c613700afe4f3b3a5bb4f9ccdfb3ea196e6a3b,0.0,0.0,25,0,1,1,0,0
0xe226bb7e7e30e01e94555d9592da7f18d958d898,23.66004913751001,9226.24,32,0,5,5,0,0
0x363b5534fb8b5f615583c7329c9ca8ce6edaf6e6,0.3700885281318,144.32,58748,4,478,478,0,1
0x95bf8841b290de0e55da5a6baf31244cada9a610,2.0474e-05,0.01,32,1,4,2,0,0
0xa9d3c0a5a9ad163df0478dafd4b35a05bfe5e32d,0.0,0.0,7,1,1,1,0,0
0xdcf05dab2e86b4e21b177a3853f4b0fd34e59ece,0.86,335.36,169,4,1,0,0,0
0xb3964c93c6bb01642f52afc7a92854ed6d0d3dbf,0.0,0.0,2,1,1,0,0,0
0x75e39947591c5b0abbc7acad2d164c526c89420c,0.0,0.0,288,0,1,0,0,0
0x3e06afd2f52961cf036f6442a36c0b29c2e8812e,0.0,0.0,209,5,5,0,0,0
0x9b27670a7d9ed116d2c09ef3d2108c4b70b1fa1d,0.0,0.0,2,0,1,0,0,0
0x1a924e332e2040f55712c035642143cd0d7ec4d0,0.0004813072156483,0.19,167,0,2,0,0,0
0x673d02d69c107aee9f6dd3631efc88aac7f6cf6a,0.0,0.0,6,0,1,0,0,0
0x18e5485e1b07405074991460e006b13deb4a9c0c,0.0040419482081523,1.58,165,1,1,0,0,0
0x34b3995c1a124e1cd3bfaf8afa5db164c75ba555,0.0120692327398665,4.71,84,0,5,3,0,0
0xc65b3569126dc7cf5d07df4a06869db626e20f32,0.008048697499172,3.14,46,0,1,0,0,0
0xd312631effab49a4da0a91f961c14eb429f2f174,0.020915764442467,8.16,8,0,1,0,0,0
0xee468a5f621f9591c4e95c22579b0e71e335b3f5,0.0,0.0,2,1,1,0,0,0
0x7872de0ab0efe9e0877502c295ff4817f4932402,0.3197642715367565,124.69,172,0,6,5,0,0
0x3d24ff9cdfe6a0bedf54cf554b9bc1fb5626f77e,0.01208647,4.71,96,0,2,2,0,0
0x4d9fa59127b863789e04ceb84b24516760a7a52e,0.03728483,14.54,576,0,13,4,0,0
0xeb1a7d65ecf0429ac36d162c42a79352ed2ff702,0.00465944,1.82,20,0,1,1,0,0
0x636f8bed21a1e53f7667e091f2c7bdbe6ebe21ef,0.00455422,1.78,7873,12,42,35,0,0
0xcf726e262eba3fe807390620f93a05790c5aeaee,0.000157648853233,0.06,147,0,1,1,0,0
0xf5e991fe173c2cc82c8c3520aa034f5bfb51b941,0.6387407855,249.08,5572,0,108,108,0,0
0x569c754ff39e7167899f64c126250af7296b3f0a,0.00487883309375,1.9,10,0,1,1,0,0
0x61ec80abaa009c309456e7c1d68b9b1ac539efa0,0.0084948253078936,3.31,430,0,10,10,0,0
0x6709952e0495dfcc1770385e9745fe932a77fdc4,0.003445959,1.34,28,0,1,0,0,0
0xf3cb9be13f5ad3fe5508984cf4f245be2019634e,0.000252316,0.1,2,0,1,1,0,0
0x394558520c3a965eb1e0b3ba4838fde2d43e5a51,2.6723e-05,0.01,41,0,2,2,0,0
0x4fd180d952f81c03f5cfa1cb812a030cf69c2b19,0.002194728,0.86,226,4,15,4,2,0
0xbe48e813bebe7227cb8e0b9910bdf126ccb94808,0.001374496528125,0.54,11,0,1,1,0,0
0xd162487fb4f0774cdc11d7d29acec82da3abde30,0.9045784542933358,352.74,314,0,8,0,0,0
0xc7cec2acf79bf551b490aa4f241a17480c44b0e7,1.0000007340139998e-06,0.01,47,0,2,1,0,0
0x290a35179b0cde15a4a0f9cc2c531327b505fb12,1.816735932,708.44,2169,0,46,46,0,0
0xe56005a2f53904af14c06af262ea2bc024f7ae94,0.03698478255,14.42,5,0,1,1,0,0
0x51b9f964e12376e47fb8b7bd62814e95a22c38dd,0.0,0.0,8,1,1,1,0,0
0x08862ce818c050ddb55e7c4c320006714aba7995,0.0044424438125,1.73,5,0,1,1,0,0
0xd71451d8ef42bf27217540be9fa52bb9e65788d8,0.001937,0.76,2,0,1,0,0,0
0xe609c199a39b75846bfff9107e19c176c2477f01,0.0,0.0,2,0,1,0,0,0
0x0e0a5e59474f233ac979f39327ba29313e0b86ad,1.81406e-05,0.01,56,0,3,2,0,0
0x6b299998e95d5591352a0448c51801b551e57e08,1.000000889108e-06,0.01,41,0,2,1,0,0
0x7cd74dd553866fe12b4eb2b5156b16a548be3c52,0.008382075,3.27,92,0,3,3,0,0
0x626d3a397b7df07302d78b3215963a08a9b6b56f,0.000176877,0.07,5,0,1,1,0,0
0x834dad577b344076d1a3f811170b8d407367000c,0.0,0.0,2,0,1,0,0,0
0xf468ad7cf72a286569f2bcfb5e3f10666217cbb6,0.0,0.0,2,0,1,0,0,0
0x1886b45800e5219300410cf67523405e2986b36b,0.0,0.0,389,3,2,0,0,0
0x1408c1646dfb4294e4c348f9abc3f2eb175b1689,0.00145834953,0.57,965,1,4,0,0,0
0xbfcda36993eb81792ff408d194d5776525c4cb12,0.00063,0.25,13,0,1,0,0,0
0xf65b9c6dcbb04452babf1f2e10f414ea4de4d629,0.000357,0.14,209,0,12,0,0,0
0xd97928b824da18024e0da31ac961ef94ef593f5c,0.0,0.0,874,2,2,0,0,0
0x6e71a5fb424d0dd6bf0dcbb1f8acd7b4c2e0de73,0.0,0.0,6,0,1,1,0,0
0x9d8fea9554ea29f6b9a3f19736e11cabd48dc21f,0.3093769033536082,120.64,1333,6,15,0,0,0
0x47e9987c048948c9890c37946e5ac7af2b8b906c,0.00164652,0.64,10844,1,446,446,0,0
0x18f2b1238b344e136f5e374c13865f44ebb0cce4,0.00212078,0.83,10865,1,577,577,0,0
0xd9590968e6db50fb42f66927b43b9004b40965bb,9.59e-06,0.01,11,0,3,0,0,0
0xf9d5b11307faf674d93003f9fc80475a165bca15,4.554800000000001e-05,0.02,2,0,1,1,0,0
0x9a07bdb302f33e30bd752b42988f4990d43eb26b,0.0177736897952351,6.93,172,2,6,4,0,0
0x3a84919ee874da609f0d6512e6818031d4e0c97b,2.366698080092e-05,0.01,158,1,1,0,0,0
0x4ec979582e1931710ec414ec80669b429caf086e,0.56536958,220.46,23344,0,260,214,0,0
0x2aed0d654890fc2613d4f8771c67ac723d81f803,0.4408628437683101,171.91,2307,0,36,0,0,0
0x68d31cb3825e559b1e5c0665f2d65d06a17fce1a,0.1297107571208302,50.58,2730,0,41,41,0,0
0x9997f496635b0dc3e6bd1474b61fbc8c182e868c,0.015,5.85,16,0,1,0,0,0
0x335e8c18cf2a05d2e7c9ff07a26f96d045ab48f6,0.0186700509123224,7.28,348,0,41,41,0,0
0x98d6e45746bede14d49b24cffec305babbe99a08,9.59e-06,0.01,11,0,3,0,0,0
0x1fd038fb16483028e2881d06bdcc567ddefaaf3c,9.59e-06,0.01,11,0,3,0,0,0
0x3f9a802c4303fe3834ebbe14a954a13945b1e840,0.0,0.0,10,0,1,1,0,0
0x20379aed31933ab4bcdc5112c8b1b718f5fe89f1,0.0,0.0,8,0,1,1,0,0
0x5e9961e1273077302f62d66e43547b58be48d3f6,0.0,0.0,9,0,1,1,0,0
0xf827b467dadc2e6f4d61b4d6155f9805fb288361,0.0002436,0.09,8,1,1,1,0,0
0x2030a8407b2007e635694ca52a825f3f43ab7865,0.0,0.0,27,0,1,1,0,0
0xb692eea1ff6f70dcdd89a43eaa6a062a4b9a7cdf,0.0,0.0,6,1,1,1,0,0
0x3a4fac3f1d29bb5602b432c8988704225db3eb85,1.00000033368e-06,0.01,32,0,4,2,0,0
0x12d5d2f7e880a01465beadae0d5c15798805874e,0.0985167277,38.42,798,1,33,31,0,0
0x006004ffa18e3cf78fa3b50393ec44c1ab89cf6c,5.708599392474898,2226.01,2605,1,34,29,0,0
0x6336aab6269efe9c6876fbd7dc8c43b30edf8dbc,2.50792e-05,0.01,36,1,4,2,0,0
0x10f43c84fd104fac1e1b4d2e9d21ce2988a299da,4.09169e-05,0.02,33,0,4,2,0,0
0x9fddbb7afe9b431bd6ed6e171f840935088d6511,4.1941e-05,0.02,3,0,1,1,0,0
0x7f420f427d6a96398ed6dcc34dbd3be1f756235e,0.8957741556312723,349.3,58,0,2,2,0,0
0xa77661d6baec1dcb0d388767cfbfc9dc248ec548,0.000252,0.1,10,1,1,1,0,0
0x21b25c5eeaa119f22cc2b151ef2a7e769b6933d5,0.0248864711425364,9.7,293,0,7,7,0,0
0x714eff0014d9b73690eade36a1b197030c765a11,0.0213238184493754,8.32,117,0,1,1,0,0
0x3c7569394ac5b1b15de50ccdae591e540a2edc94,0.000733717071904,0.29,34,0,1,0,0,0
0xaea9f7cfe52c4f6fdd41eb34fce6199d860fb7c6,0.00101353,0.4,150,2,2,1,0,0
0x869decd5bf6073233d70799b5eda1d7108469af9,0.018885358,7.36,14,0,1,1,0,0
0x19aa5fa08c4b6ae9071b9ac72fd41a008feef175,110.72450031921562,43175.91,944,0,3,1,0,0
0x565f0f9b3fd183832430fc697c40c58bb99ab975,0.0,0.0,3,0,1,1,0,0
0xeb43101af49052b6d0c4aa9ac4251a5a32ac4a26,0.0107234835988266,4.18,4883,0,16,9,0,0
0x1a4d088306467832c0f3615f2023cd7dc022a0ed,0.009086870329654,3.54,785,0,46,25,0,0
0x650207728bb1dff1bd78b1613b60023023a2a82c,0.005834428901861,2.28,22,0,1,0,0,0
0x1800c92e96f1db1653dcdd9e23d8712f9d191e49,0.0093680241533,3.65,35,0,1,0,0,0
0xce5d4705a7dd09b1f92f479b50fc154a986b4390,1.76808e-05,0.01,35,1,5,2,0,0
0xbe8636e8d4e537375b1f566ff5c838f2e282184b,0.00208356,0.81,17,1,1,0,0,0
0xcf046ace377e0925acc1edc8d6e7aa97d00ca8c8,0.183276935946703,71.47,1160,0,13,9,0,0
0xbf66d1c24f4e9453ad83955be0e2fbae15ee6e6a,0.0016050847787046,0.63,199,0,3,3,0,0
0x0a82a3a376be38dd3eb06184e498ef7526cc35e7,0.0,0.0,3,0,1,0,0,0
0x97aa973453a27e51e54c23f72f5081168b05d2ca,0.0113964971699663,4.45,40,0,1,0,0,0
0x5f17d8e3cf8286314fe7335064927d7455384f13,0.0,0.0,4,0,1,0,0,0
0x45a1e8c6b2c48b4302f63d7d216f221151b100da,0.00115922,0.45,18,0,1,0,0,0
0x46a0a979db57fcf9546c20e89f06c7aa2363f4a9,0.0112691913846108,4.4,364,0,3,2,0,0
0x8e0c97f111c7b120bb727f685ade3f6f7c1e308f,0.0626236071348302,24.43,3781,0,14,7,0,0
0x019015ed9d71ad9c646ca9870921d1be707ac9cc,0.0,0.0,3,0,1,0,0,0
0x2112a50bc38ccabea10738892bd453c5b0c8e881,0.0383263481563183,14.95,801,0,2,1,0,0
0x06bb88fa35e5deddd07fe518ef34c8076966f88e,0.0065496789063725,2.56,375,0,7,7,0,0
0x64271e61194cee21fec0486a4073573f6920ad88,7.900000000000001e-05,0.03,10,0,2,1,0,0
0x0cf1e2b42338bef915361bb65f64a754439a6b46,0.016440020108,6.41,99,0,3,3,0,0
0xe868d233b6f6b936f1cf52899c3951d25d9a285c,0.0133056443,5.19,53,0,5,5,0,0
0x1aae22989f194bc0b12a5a9fda102a56704c8fae,0.005033608533722,1.96,30,0,1,0,0,0
0x5b435ccbc3211cd209302c884784928bf48dbdf1,0.0,0.0,8,0,1,1,0,0
0xee29d99911ad50f96554ee4720bdf0da2ab0cf34,0.001615420314492,0.63,17,0,1,0,0,0
0x5693c96d228fc8c2562628135738bfcd4ca603c2,0.002657280974889,1.04,44,0,1,0,0,0
0x1b568641812e82803588e550b54863ff4c8a8745,0.0192621631639941,7.51,932,0,9,9,0,0
0xb2e63febb39087ff84b5e12bdb53a150393ba8a4,0.0,0.0,26,1,1,0,0,0
0x1878df72d177bd91e1d0d576999d60be5e249c20,0.0,0.0,6,1,2,1,0,0
0x8b25a1af41b7c15e04db6c65925339536410ad9e,0.0063128167809646,2.46,654,0,10,10,0,0
0x14baec0b7265b836179e104cf1f98f3238f7476a,0.0002103547621674,0.08,32,0,3,2,0,0
0x27790be9cd647ea559f8c4dfd5caaceb21390ec9,0.0019253422497179,0.75,352,0,4,4,0,0
0x9b468fe948a1ebb83d1d30d53f0c8bf9bbda1574,0.0005237166430938,0.2,25,0,1,0,0,0
0xa442a1b23b324cc79bb42d3ae2c1bd7bb837ba73,0.0,0.0,3,0,1,0,0,0
0x55bdfdf94bfb700b4cae63e8a7ee25ddba300ca5,0.001829930668539,0.71,26,0,1,0,0,0
0x49be9013b09dc1371d61b8c30e35cb7095b11ab4,0.0,0.0,40,1,2,2,0,0
0x0ff7f58d69cd76f837f61b3220cae1e590953a11,0.0,0.0,3,0,1,0,0,0
0x45fd250b7cb973a798ed136977410feb4f8018a9,0.007189552052394,2.8,22,0,1,0,0,0
0xadd62287c10d90f65fd3bf8bf94183df115c030a,0.1105911420325492,43.14,696,0,8,8,0,0
0xa24331fe3e069ef229441b159642635d028927e9,0.008409955,3.28,21,0,1,0,0,0
0x919558ec7f4a4867c6bc2ff1ae47b76217d7e54b,0.00299041875,1.17,12,0,1,0,0,0
0x7aa3e13f3138c0162fb906c6abb21d090ffa31d0,8.563100000000001e-05,0.03,5,0,1,1,0,0
0xf5e8049c292a47c0db66f81a226aa9da5850fcd0,0.0001596467370985,0.06,489,1,1,1,0,0
0x3465d8eb5209466b210767264054c0cb942f3fe6,0.0,0.0,3,0,1,0,0,0
0x305793b515b8a7fc112f312f06a24f1621064b85,1.42768e-05,0.01,33,0,6,2,0,0
0x08f3f2fcbac25bec593ba5e9f2095494f26b5995,0.0180102870956835,7.03,646,0,26,24,0,0
0x391187aff33948a823ca7b1481e6470288d462d2,0.0452038000937609,17.63,31,0,1,0,0,0
0x1f7728fbbfe865cd9fb5349b177ecbd710619e1c,0.005954416520268,2.32,24,0,1,0,0,0
0xe705d93023790010c29b43527985fc12e4c94b15,0.000126877,0.05,5,0,1,1,0,0
0xde5e0ac27a72bd8d550a2fcda5f053cb9e5b093b,0.0,0.0,19,0,1,1,0,0
0xba45e649762cc8962636da79cd03b61954ebd59d,0.1045877835840981,40.8,355,2,24,21,2,0
0xf6b924b3001b24ff3552cba45aabbca2f7e2837a,5.3640059884958e-05,0.02,12212,0,180,180,0,0
0x4b2cfe764bb8595b68c5be2f95fb99d875facccf,0.0,0.0,4,0,1,1,0,0
0xc00ddf78f8158fb4dced6250792d4cdc8893591e,0.0099396612016816,3.88,543,1,18,14,0,0
0xbe5b0d85c98e2c7382d89442cbaf5155305bdb19,0.0064243877401384,2.51,2113,4,200,193,0,0
0xb54ecdb353f0710ebdfbe7d68d4d7e0d2afe12f1,0.0,0.0,2,0,1,0,0,0
0xbc37152c6c8f28cc4001d1e32be7ac4f79989f89,0.1807820827071985,70.52,42,0,3,3,0,0
0x12fde735f7523f34787ed9973aa130fed9b8d10b,0.0001122729963795,0.04,323,0,8,8,0,0
0xffa8d6f6f1812c9a5441323c1addf5fcbaf734cc,0.00145329,0.57,234,0,1,1,0,0
0xda6de93933e090b7e4ffb63c7f3ddab40f225977,0.019214539,7.5,557,0,13,4,0,0
0xccaafdc1cb202ce5069233d07a1c45764ee976ba,0.000454274,0.18,3,0,1,1,0,0
0x3a2d852a25098e25d0c0b0e6b05ec8aeb2ae956e,0.00014006,0.05,10,0,1,0,0,0
0x84250f37aceb815e320660f35738340df7c34561,0.00988,3.85,2,0,1,0,0,0
0xa1f3b33f61ef28f2d282d765eafbd02a7863d744,0.0,0.0,10,0,1,0,0,0
0x249e56bdec1c4746d7e434cd0fea4e8e97077a02,0.00084006,0.33,88,0,2,0,0,0
0x07140d123c5e46e93ed498ef76b91cfdb9271a26,2e-14,0.01,4,0,1,0,0,0
0x1bcc07c9074c329215f8495d299ed4ce89bf2220,0.00169146,0.66,7844,0,423,423,0,0
0x3795e972324b6b0b4251e33c48af4cf35f28e5cf,0.0135973715193982,5.3,42,0,2,2,0,0
0xf6c5e37b9c418e9f939f91ffe3d26d559fdf7b9c,0.00178106,0.7,7844,0,436,436,0,0
0x2a6b4b7a8f5d53690f6992672b99eec60f161bd0,0.0002759545,0.11,12,0,1,1,0,0
0x3a8df3b493cb20c88b97196589098f4a1b3ce575,4.5262549223371e-05,0.02,102,0,2,2,0,0
0x1c407f4f2c2aac4877d5fcd94fc7bc6befa449e4,0.0004663508491245,0.18,296,3,20,20,0,0
0x0e841dee0ae230c0948784a2a1ae57880de02d04,0.1211773490275168,47.34,3254,4,80,46,0,0
0x6c54bd81855aff9931fa567b3b8ae699e989c40b,0.0005282632,0.21,23,0,1,0,0,0
0x79aef4c3a7d0ef899f04a96f40ace2cd477c2405,0.0079422616382,3.1,2187,10,27,26,0,0
0x3345e0d00444333b92c725282ba4453dfddaffb4,0.000298575087128,0.12,26,0,1,0,0,0
0x8b78191dffe7edcd860edcd57b9e520da5051c3f,0.0,0.0,243,0,1,0,0,0
0xdd044fe0bb7d61b73f2e6bcc5d5a98154a9bedea,0.0019962,0.78,22,0,1,0,0,0
0x893c7c73dfd8ef5b51ea1c913480ea961585e7b0,0.0,0.0,5477,9,243,213,0,0
0x42f8003b4fcf9b5675e4726f22eb1820e2dc9d64,0.0,0.0,66,0,5,5,0,0
0xe7f7174d81fcd02fc18a415a8af86e2814b0c0fa,0.025579947669464,9.99,39,0,2,0,0,0
0xefd046d0230bc803289c8542132b72e36910f828,0.00131213464,0.51,100,0,5,5,0,0
0x65f240848311adc31e55e4d5bb4423d8e30ec350,0.00052001634,0.2,95,0,5,5,0,0
0x6169261eb51b0c93f5445075832be791949af12d,0.00065798999,0.26,108,0,2,2,0,0
0x614e830f00b3b3f38808720874408a5dca73f5eb,0.00061751088,0.24,45,0,5,5,0,0
0x65f6d6c94fba121879c50f9ea0d467590348231b,0.00055621158,0.22,46,0,3,3,0,0
0x942d2a9d2d049742bf2a4be9d6f1ac620236bcf5,0.001936316963068,0.76,29,0,1,0,0,0
0x6239fb3303a2027b5b09db334d9fafd6b5c296e5,0.0,0.0,6,0,1,1,0,0
0x9e15f26397b0770f6f564458da5e0e3523e0998d,0.0330156412246106,12.9,1617,0,10,10,0,0
0xd5b48f556b59f95b1aa907ffe9168e13df8aa591,0.000553636,0.22,5,0,1,1,0,0
0x1f8ab4ef2022a048f483211108f5921472517782,0.0019789200304813,0.77,668,0,12,10,0,0
0x0106377d3a21aa0011a3137dcbf9ecff5acfd1e4,0.0,0.0,3,0,1,0,0,0
0x3ee23407403bb847dc5983054c72e07539e11323,0.0051403025199109,2.01,44,0,1,0,0,0
0x17d4596f5807742585124ef29e1fd8f9def9c801,0.0220230483037032,8.6,624,1,4,3,0,0
0x45abbe398cb3dce6c8dbd69cbbc719e9614dfbf4,0.00023835541135,0.09,18,0,1,0,0,0
0xf1066dea11c2447ea1ebd36fbe1eda612c83630c,0.0659396103144955,25.76,1345,0,6,3,0,0
0xa9085cc1da1aee08f334df0acffce9f14ce2237b,7.4029884544e-05,0.03,29,0,5,1,0,0
0xb7f7fe729780f4a1b2bcc4d819f5a15a3099b34a,0.0006460023026293,0.25,263,0,8,7,0,0
0xcfa4bd4144563f3d97f5f2a50aa9bb3c1e79cb41,0.0315644955317221,12.33,606,2,6,4,0,0
0x9737cced47c467e7cc0a81451357f34be28c04bc,0.0006555725,0.26,239,0,2,2,0,0
0x809fac46b7a21a69266c2d639eb3a716b432f65e,0.00027466749,0.11,53,1,5,5,0,0
0x30335f1a8c44b40bd1b54ac73ab115df2dbff436,0.0,0.0,91,0,4,4,0,0
0x774f39dce8c2e3572913111ade2f7e6f6df184db,0.0004538,0.18,3,0,1,0,0,0
0x7235c2386468343481978c8402f08585a673feaa,4.1941e-05,0.02,3,0,1,1,0,0
0x1f649c436cfd663ed1ce83d640dd1e052a6d21c1,0.0587340026771251,22.94,505,0,7,5,0,0
0x4395d98c7017597b3c1cacba1409dfdc41da4e25,9.59e-06,0.01,11,0,2,0,0,0
0xf069200378a2fb45ddc0deaf245688bc9e1bd8ba,0.0,0.0,25,0,1,1,0,0
0xde9f6fa8a3488e724d171da752a7f6c34cf73613,0.0,0.0,272,3,5,0,0,0
0x6fcf71ccfd417117c3cac7a3bd07ac51cbb73c3a,8.00684375e-06,0.01,6,0,1,0,0,0
