user_account,balance_ether,balance_value,total_transactions,sent,received,n_contracts_sent,n_contracts_received,classification
0xf579548a578ca06472afbca32fc1107f093daab3,0.0,0.0,373,2,1,1,0,0
0x559c921ecdc9515feb105d30008218787a7f5b6d,0.0,0.0,9,1,2,2,0,0
0x131d1f6ee445fbef3eb2fc44f069c981030185c6,0.0,0.0,1479,3,2,0,0,0
0xc314d34ce898667dd6fbff5bcedeb0577447d8e4,0.0,0.0,6229,0,22,22,0,0
0xfef35a7bfd422bf277cfdde1f2f6150fe5fc365b,0.1004056811241681,39.22,1431,1,8,7,0,0
0x877d292d4ad0adc1d90cb83af04d9f90d126c490,0.00177336,0.69,10858,0,515,515,0,0
0x1412c6d833c95c4c28ef41831810cb0ceaa3bf34,0.00137,0.54,4,0,1,0,0,0
0x320a224d97f4cf9dd7144ffb81e39dd1717250d4,0.3102564508503568,121.18,337,1,7,7,0,0
0xcb104fa25a1a46040dbab9f554ff564ce325668b,0.0,0.0,69526,10,9648,9647,4,0
0x04b0c86a26b723cc2b2e2b2649d7e019b795c4d4,0.00699479,2.73,6,0,1,1,0,0
0xb508b87a2d68e74f701117eda084a43c15bdf5fb,0.0142964907337996,5.58,153,0,2,2,0,0
0x42c97e944fd426f2ac9d3cc782fee7b4394172f2,0.467695,182.67,185,0,12,2,0,0
0xc8102b911e16a8946afdc5e997595253a84f57ec,0.0,0.0,2,0,1,0,0,0
0xf75e9f47b018c45c1f2b5a24cbeb6f3d20012d9c,0.000220952,0.09,23,0,2,1,0,0
0x07319b5bdf0798bf9491a54dea72ab8582a71a31,0.000244639,0.1,22,0,2,1,0,0
0xb5f24ab3560089ed7a818085996d6cd6c418450d,0.000194467,0.08,23,0,2,1,0,0
0xfe61c6762358081b848256f84d26e3f3fa2a39a9,0.01395,5.45,151,0,1,0,0,0
0x7c3773e779662321c35b86226e3da0cda92e65dc,0.0,0.0,170,0,5,4,0,0
0x0d55d797cc5898a37958097e81ef6cbb11740835,9.6813e-05,0.04,5,1,1,1,0,0
0x9dc61c4dae04005be939a1df1cc13b53e7a5dd4d,0.0073256044896301,2.86,364,0,8,8,0,0
0x242d1a9fa185e5351cd7b76cf0904642ba4c375a,0.000178071,0.07,24,0,2,1,0,0
0xe2e14bdb7a742a759afac60a6c7a2f3b5073e2a1,0.000184497,0.07,23,0,2,1,0,0
0xfa32e289ac770b6048bd2d9c875ecf00ef9f887c,0.000219303,0.09,23,0,1,1,0,0
0xbe6a3c0de9531749aae5a2275c55a68048668d73,0.000230577,0.09,24,0,1,1,0,0
0x84848c38dc3db485cccbaeb75c32cdb37ea10bd3,0.000243428,0.1,22,0,1,1,0,0
0x295c1b36ba701a387625ddb635695bd5f8b63521,0.00021142,0.08,23,0,1,1,0,0
0x72dde8f1873e2a3976673b20e661711988864436,0.0001651829999999,0.06,24,0,2,1,0,0
0xa15a46070b25d321f381426c04134dd7a5e82aa8,0.000186062,0.07,23,0,2,1,0,0
0xbd7fded36a9d6156108c15b1e3a67dcdf0144a2b,0.000165062,0.06,25,0,2,1,0,0
0x6b13ef915b6a0cc7fb0d5eae3f43a59d532456d5,0.00932636516,3.64,133,1,10,10,0,0
0x1630d20582c76f736b1d568bb1ed9d61487a0031,0.000202964,0.08,23,0,2,1,0,0
0x3eaabdb02ef998863792deac7ee926d1e6666a00,0.000197294,0.08,24,0,2,1,0,0
0x0a01983d2e6254f04d5f7afb076b78840034a325,0.0001686209999999,0.07,24,0,2,1,0,0
0xeeaa46073964d99b2c95f6f86ed7fd5730f02820,0.0057503577103788,2.25,1698,0,9,6,0,0
0x2d9e4f629c38a0585a7e98d01108472437007f63,0.000168493,0.07,24,0,2,1,0,0
0xc2ae768904e00c8946f4e0f0b781b1103853d362,0.000206453,0.08,23,0,1,1,0,0
0x0da515fd8ae04402eca0d817da5887dafeae2fe2,0.000164742,0.06,23,0,2,1,0,0
0xea410fe7335b048b28ce18c1d4fe11e4f0aa7c47,0.8890551451380735,347.25,731,0,10,9,0,0
0x9e2562641da1b4c01ed5ae7f092fff65cbd0cb84,0.000219124,0.09,25,0,2,1,0,0
0x1762f60b74dd452bf2bc09a393e0d684de0e83f5,0.000235509,0.09,22,0,2,1,0,0
0x280e0fe29becfdd9b33e0bd8b3f615cb0e7f6f26,0.000180311,0.07,24,0,1,1,0,0
0x1cd4732757a4d0f02297689fb646989e5a988a3d,0.000177513,0.07,24,0,1,1,0,0
0x4beea9eb96e67ed9cb8bc638f2cfbda38eff6939,0.000235563,0.09,24,0,2,1,0,0
0x9919ca5d343dd17e563bd3149bba6a05b5cdb3e1,0.000236948,0.09,22,0,2,1,0,0
0x915a4629f36a5c637a137485c1f15948fab100e3,0.00016515,0.06,24,0,2,1,0,0
0x5c43fab646a985eb391cba0b83ac8ccd6beba05c,0.000166921,0.07,25,0,2,1,0,0
0xd29477f6a5e311a36764680fbfdab20499d0ea14,0.000168301,0.07,24,0,1,1,0,0
0xfd2dccf0feb0938c6636fa783e873b8b5bb554f4,0.000165407,0.06,25,0,2,1,0,0
0x10de32537fa60852d372f48d6445ca84e3b1cc4d,0.0028450037777777,1.11,7,0,2,0,0,0
0xcd78b377f8e6b875ed460a7c69c6e07efabb971c,0.0,0.0,865,1,46,30,0,0
0x58ec77d363badcb4e6d1ee6f18d210fd7e3ad5c3,0.00271608,1.06,6,0,1,1,0,0
0x14353ec73686dae548fbe78db7d76ebba5d910da,0.0033113669027039,1.29,2321,0,260,260,0,0
0x959aa27084ee717806341284f26740b2dabf95d0,0.004930964106107,1.93,9717,43,58,6,0,0
0x9efd55edb14de5fbafc8e73e3b279b939d477287,0.0,0.0,689,3,65,0,0,0
0x2a8a04f401e3f0f5774e9eb5a643ac8c6a22d471,0.00010754,0.04,2,0,1,1,0,0
0xf2344dee09f068ad5240acde402673af42db6b99,0.0,0.0,3,0,1,0,0,0
0x286a5bec5668534260217b5cbe58d253917cff4d,0.0,0.0,3,0,1,0,0,0
0x3419d63194719595bc405e8ea70fe6b23ce35ebe,0.0097692499627703,3.82,97,0,4,3,0,0
0x682eae23371aacea2faa346c3143366bc83ae713,0.0,0.0,3,0,1,0,0,0
0xbcb301999bb1fa44a9181fbe5e279218b02aae32,2.000043749819384,781.88,15259,0,179,126,0,0
0xdf4b6fb700c428476bd3c02e6fa83e110741145b,431.6138374985652,168730.8,55675,6,511,133,0,1
0xe8e4862b141561d2df7bbe2b98a311b933a1362d,0.0,0.0,4,0,1,0,0,0
0x2bcd0f59a9273bf1ae3189e518543338752f86ea,0.0,0.0,4,0,1,0,0,0
0x0e2e5244cd67fd8f7822a8dffb5920f674b0133c,0.000238796,0.09,23,0,1,1,0,0
0xd223ec3512a581ccb685a70d7618f0c18fd38799,0.0114496439999999,4.48,48,0,3,3,0,0
0x88f5b4fef7830477db1eaa6ceda9cf6e06d39553,0.0,0.0,37,0,1,0,0,0
0x2bedf6128771a611aa30e8f3dd9c3d15ada97a83,0.0,0.0,3,0,1,0,0,0
0xd62aecadc760f35ca63762892cd6a45644225469,0.0007958254399439,0.31,37,1,2,0,0,0
0xfa2ba7ddff10f0ce1e1695d3fc6b86d079ca8863,3.03696361621e-05,0.01,237,0,10,10,0,0
0x2436867225cebc7d71cd9475b50330fbad97b55f,0.000449,0.18,2,0,1,0,0,0
0x1fdd6475a4ea183ae98fe0ae5e2dde0f32ab76bb,0.0102413829617785,4.0,40,0,4,4,0,0
0xc0ee5dce7ca9fdee1c7cc85aaf1bd6fb3c6836c7,0.0,0.0,880,2,64,41,0,0
0xe702989a5125dbeee7c866b20709197d93874976,0.0,0.0,18,0,1,0,0,0
0x708beba6733e1ea9ce0a24df82a575e9ec953243,0.0095303141665545,3.73,15688,0,1672,1672,0,0
0xc8360c8eb8cdd76375cc8b787f5d2b7372fab63a,0.0,0.0,2,0,1,0,0,0
0x1be8313755504d872ac35d48e9de2498def54b62,0.0,0.0,3,0,1,0,0,0
0xe2fb24a90b91b29926d3b85a08a1477d3ff8ca46,0.0099671615703125,3.9,10730,1,1302,1302,0,0
0x1bf89a302621f5caba04537d474b97814d5752a4,0.0,0.0,3,0,1,0,0,0
0x3ed1b4841fdcd6f6437e93db7f5e2c9694664f78,0.0004234874550861,0.17,13304,0,899,899,0,0
0x1e80d0817dff4023fbded883674f30857c3c0b19,0.0,0.0,3,0,1,0,0,0
0x85a8ade899105a84739b3b587e2a3be4d27b9bd2,0.9376874950426702,366.57,7844,0,1061,1061,0,0
0xbbb7c894a801af0b2598de1696b3b8454fa20aaa,0.0,0.0,6,0,1,0,0,0
0xcf90761b3fbf75f24d70fa46089b76718b043adf,3.0,0.01,437,1,16,0,0,0
0x0c496cf7d9a9f7d8347bfc97f1825ef81708795b,1.11614e-05,0.01,8,0,1,1,0,0
0x1b2cee6c45d880f49fafa4cc607b5283ff82bee7,0.6288275691124813,245.83,883,2,47,47,1,0
0x88888dee354d7b53781a868da0629fa60eb563a7,0.0,0.0,2166,1,563,563,0,0
0xa09bb7afd552a38784a64c8f1e2dcd0ffe21ffaa,666.7047015634839,260634.87,102510,118,435,0,0,0
0x1225a888e6c298ed578b80a0ad008493dd4712e0,2.4300000000000006e-08,0.01,3,0,1,0,0,0
0x4e944e2f1000a1a988e3797b379a7f3ff2856e53,0.005335321,2.09,623,0,15,5,0,0
0x80e63d2735789fa1f676b7644236d501133986dd,0.0009799215644351,0.38,1020,2,37,1,0,0
0xef2ee1caa64c4041ba19f95a6e4e8367fae9a726,0.00016845,0.07,24,0,1,1,0,0
0x03b39ba7ea3151e61afcede645fda08ea1bbf6b2,0.0,0.0,4,0,2,1,0,0
0xa0e18c6206a5cbd1c1c073d74255a221086450c0,0.0,0.0,4,0,1,1,0,0
0x59aa850444bd946660180abd42ee39dd9da28c4d,9.0261137872972e-05,0.04,16330,1,75,23,0,0
0x407227cc335fd873c5d0c2a8a71b2cb8738f9017,0.0,0.0,4,0,2,1,0,0
0x26c75eb2593fb84415f48fa15c16c933b8541db5,0.0,0.0,4,0,1,1,0,0
0xa26d4b0ffcfbb4c23a0ecc65d7ea4259e6fd9d32,0.0001345990521387,0.05,20,1,2,0,0,0
0x290d3abe01646375d7903d0c45abe72e00f5460b,0.0,0.0,4,0,1,1,0,0
0xeaf2e7edebe49b6cb4772fa8b1b56993df88ee02,0.0,0.0,4,0,1,1,0,0
0x8108cac3bed519950bc1439b21a5dba178e06592,0.0,0.0,4,0,1,1,0,0
0xb3393f291b1e5f4c8ac523d8295e7181937bce78,0.0,0.0,4,0,2,1,0,0
0x3cf974b7c14308d5b63641f65d8995ffa8840529,0.1055364092846534,41.23,153,0,3,3,0,0
0x6a4b37125d40aae24ae3a9838c432d72f8200aaa,0.0,0.0,4,0,1,1,0,0
0xd7de04a4ff0075472e9b03f5a9aea6b977ccd67b,0.0,0.0,4,0,2,1,0,0
0x619447eb20bddd3a4e582f4121b6c4689fdd6e7f,0.0,0.0,4,0,1,1,0,0
0x7700be519bd9956d4477b91d21ed032c5b7004e8,0.00017267,0.07,24,0,1,1,0,0
0xe87c2d0291a98427c4ce45e7c67a1a3588a1aaac,0.000231082,0.09,22,0,2,1,0,0
0x0ca3512f49339bedbb1ebc08957967b173ffd3c9,0.000178684,0.07,23,0,1,1,0,0
0x5d831b55b709c60339dafb0bab95acdbc361a91c,0.000213582,0.08,23,0,2,1,0,0
0x7149eaef2d57e8995f779f9abe808bc44527d779,0.000200322,0.08,23,0,1,1,0,0
0xc8f93f280b412921cc9fc5ca23998f3f1557f9bc,0.000202665,0.08,25,0,2,1,0,0
0x33515d78bddca766e40544c07e8273668c7479a1,0.0,0.0,172,0,19,19,0,0
0xc280745f0887ca1210e1fb9d0043bb01507e75bf,0.010663201322819,4.17,341,0,1,1,0,0
0x9c8f19f3a1fce2803591a13f27c672a56739c94d,0.000213592,0.08,23,0,1,1,0,0
0x84d42190a1aca38d2f9b10bc0e8d6d8cf64a6137,0.0,0.0,4,0,1,1,0,0
0x1f973b233f5ebb1e5d7cfe51b9ae4a32415a3a08,321.5454444166476,125618.16,635045,4735,727,0,0,0
0x8055723f4718d9bc0e647bea65f7bbfff3d416d0,0.0,0.0,4,0,2,1,0,0
0x700b2eff7d898d94a0602c08077a5502059d9398,0.0,0.0,29051,0,859,859,0,0
0xeab6520730e9f16db2aa646e3c06a2033cbd0121,0.0056201612104475,2.2,81,0,4,4,0,0
0xcfcb7e62a34bafdcc7300ecfde4a0e93e06ca802,0.0786798974473952,30.74,36,0,1,1,0,0
0x1f4b10ffb832581ae5a975ed38eeac9f4e960bdf,0.0033067164820765,1.29,9838,3,27,18,0,0
0x7f5a4987541314d54e0223bf47817823c2b3f106,0.1694516235399139,66.2,130,0,5,4,0,0
0xfefd984a4c3531e0a01a01dd868e070114b1f336,0.0,0.0,4,0,1,1,0,0
0x4693b2cc0a75120e3d62b4d391b1096561c0fb38,0.0,0.0,4,0,2,1,0,0
0x70c45f22c93a9591f1f1764e41e54299ff69c07d,0.000206038,0.08,22,0,2,1,0,0
0xe0d1e6c92fd1e614a415af6c4fc886b012046e49,0.0,0.0,4,0,2,1,0,0
0x50a96ea3e5b61a830678f2dc2f90b3f8c2ff8a04,0.0,0.0,4,0,1,1,0,0
0x431e4e12b54a5c74d92d091681470a6e572a09af,0.0,0.0,4,0,2,1,0,0
0x5cb1114bab67ec01d68cc12e1fae4ffa25d2f208,0.0,0.0,4,0,2,1,0,0
0x56121cfbd8bde5b004ef68baf2032d138c8ce483,0.0,0.0,4,0,1,1,0,0
0x72beb1a358bcaf0fae938769803a2dd77396771e,0.0,0.0,19518,0,290,290,0,0
0xb3ea89895326edc9d5bcb7c1a612574dae08a633,0.0,0.0,4,0,2,1,0,0
0xe94e3ddbee538bc30f1e61c86389a19f2706cc34,0.0,0.0,4,0,2,1,0,0
0x92a2cf6d0c6add6e171d42d75f7fd7edde50e7a4,0.015302655,5.98,6,0,1,1,0,0
0x51dd964c516bd2686d4f9c464e70bf6352f86fcf,0.0,0.0,4,0,2,1,0,0
0x85e7cff44f8ad4e8aa48060756dce7e89e601b85,0.000188036,0.07,3,1,1,1,0,0
0xd8cc969a9f98945c9101b737a0e252ebe181f1dc,5.34103e-05,0.02,14,0,1,1,0,0
0xffb943aa293fa9dbb7506e251d6fa8639cabb2a9,0.007720748176686,3.02,75,0,3,2,0,0
0xecc4056bd8331dcc2b398750348b0ae902a51279,0.0009564633648,0.37,8,1,1,0,0,0
0x9316a3608edbe5f02ece18562123eae991150dae,8.728860000000001e-05,0.03,9,0,2,2,0,0
0xfad3958b246bb97ba4ac4d5432e87566cb612b1b,5.18213e-05,0.02,15,0,2,2,0,0
0x6d97f4c0ee15c9ef67193f434f6fd6f133a7d602,0.0990344017467262,38.69,210,0,5,4,0,0
0x4fe21f0151eb6e787f6145cc294b9659f9cd6969,0.527941330325,206.25,37,0,1,1,0,0
0x1a5008b50a9d577081f704d4425ef6e00e394f5a,0.000975518945,0.38,28,0,1,1,0,0
0x9580cf9884589e0caf265fd7cd797b6c804296d8,0.000512188,0.2,1,0,1,1,0,0
0xbcad1278ad36e60e0a49fcf2f259dfffa2967c3b,2.78603e-05,0.01,15,0,1,1,0,0
0x52b94e0f1074b72915dd327ac6ad9d99aa5ae69a,0.4143360180634799,161.87,873,0,17,13,0,0
0x5c14cc7e8544958fd5bee70fe0317ece684de108,5.33463e-05,0.02,14,0,2,2,0,0
0x619de57accdd3ac006cdf54475fc4f3d6614b2b3,0.0634574797544693,24.79,57,0,6,6,0,0
0x98b76c7bed3707337d00641692d005b5db1a3bcb,0.000164742,0.06,23,0,1,1,0,0
0xe2f1b654ecad1556094c1f675acd10d86c3ab63b,0.00020289,0.08,22,0,2,1,0,0
0x43314ca1ca560fde868fd83a29a8f2c095826064,0.0223893037083782,8.75,132,0,11,11,0,0
0x9ebc496016a58b0e44272d9fe4dbcf9f8d48d08a,0.00019418,0.08,23,0,1,1,0,0
0xa37c79ebba48d816dac6c5cdf2d281073714d7f2,0.000218919,0.09,23,0,2,1,0,0
0x2f621f9413dae85726ab700f2395fc3febdbd0b1,0.000165619,0.06,24,0,1,1,0,0
0x7e09c67fb77681c9bb9c15cb85489d170e5d0e41,0.0022733932599999,0.89,1007,0,52,52,0,0
0x834eafa8b85f1215c3e85eda22cf415be2265458,0.000203414,0.08,22,0,1,1,0,0
0xfc510fc52a9448b2724f6da888a172b7030656f4,0.000206284,0.08,22,0,2,1,0,0
0xe76bbbb155311db4ad3b47f33d5d1f8afe9d8fea,0.000225644,0.09,24,0,2,1,0,0
0x746d6933752f40f79c35cfed4af9ad0066ea7f77,0.0,0.0,5,0,2,1,0,0
0x1e384363829d0b9a4746456006e04e9bc74961b7,0.000187806,0.07,23,0,2,1,0,0
0x7dcac3bde6f85876c502660bfe7f690028746033,0.0,0.0,154,6,5,0,0,0
0xe696065a4e7ce4ae697bfe312e5c76c984adbf18,1.000001031242e-06,0.01,34,0,2,2,0,0
0xb66c2eccb551175042200a975d6056dc6e06b009,4.08267e-05,0.02,33,0,3,2,0,0
0x111e734fc3ab14db33e9ed6a851392bb2dc6a39a,0.000340771,0.13,16,0,1,1,0,0
0x5b4f3af892bf03bd18844a74f8ed20f453d82e25,0.0,0.0,5,0,1,0,0,0
0x5c87dce71516a113a3b8e3be99645a0a4b3034ca,0.0,0.0,100,1,29,29,0,0
0x61f99bf2160ee5eebd0e5c5db5386af92a8d0b7d,0.0,0.0,6,0,1,1,0,0
0x59b1d66d20c72e3df65e5bae806e0a61fe55871f,0.0002578983298838,0.1,142,0,2,2,0,0
0xe65a054c980f05a8a8f6dd54c796778559956b68,0.3543593536274349,138.44,939,0,109,109,0,0
0x0474bac31d9abc8abdd3a8e952c5466194e8fb3d,0.00442746,1.73,178,5,3,1,0,0
0x544731de2bc32c96198980f14923e50518ad6a1a,3.4380568841724406,1343.15,114998,0,1098,1098,0,0
0xcf08f6990d348f068b4a2769b43dd95d6fbc1d04,0.0,0.0,118,1,31,31,0,0
0x1ad2143a7ba6e5752cee0a0932a995a8ad93d9d3,0.011098298,4.34,2,0,1,0,0,0
0x3d48587aa16d91a2e37198b5b428674bdaddf038,0.0023604534258511,0.92,2759,0,20,12,0,0
0x83c791de8753870c995dde0239e33cb028cfdbff,0.0,0.0,108,1,31,31,0,0
0x1b7c06cd3e6120b26069a8040b653dd963682cd6,0.0,0.0,183811,1724,2273,0,0,0
0x70e6a2069e7f3f93139959de056aecb432661ae9,1.7899999999999998e-05,0.01,6,0,1,0,0,0
0x9f9cb26b9b995a3c787710022556b815359e6e9e,5.8011e-05,0.02,2,0,1,1,0,0
0x5e3632c455af3dc2a257cff4e4ff6bfc2062c97f,0.0,0.0,101,0,34,33,0,0
0x38df1ad61552fd164c349e3e450cf08eb99afb9b,0.6733468786389335,263.06,7218,0,441,292,0,0
0xa344b519979b0d36ea40236634ee5446b1f35c77,1.7899999999999998e-05,0.01,6,0,2,0,0,0
0xc3689a3ccf14e91c43f7c5eb9acd8fb0ec10ed8d,0.0,0.0,137,0,37,29,0,0
0xaf53a967671f7fb7aac985d7d6e201fa42fdac9a,13.361735150863518,5220.03,76005,1,3954,3954,0,0
0xc7727a7d4319133ba25d247eb93df0174f064520,0.00552008,2.16,12,0,1,1,0,0
0xa04343dfcf868c82149ba11f8863b19a85fa4611,0.0,0.0,3,0,1,0,0,0
0xeb068bfdd3d203b6c2e9671373b1c9ea5d384467,6.080323745e-09,0.01,57,0,1,0,0,0
0xe2998ec943c17d1c630828561ef3eb2331f7dd6d,0.0,0.0,3,0,1,0,0,0
0x28a2268d4b896c6ff198ec7483a058b38906c2d1,0.001068458,0.42,9,0,1,1,0,0
0xc3682f049c88217037ca74c1d36a88661fba58f4,0.0,0.0,5,0,1,0,0,0
0xad2a9e4ae7b2fa696c501f219c057f5bc39dfb40,0.0005878811040508,0.23,6,0,1,1,0,0
0xd489410d4177243503e0342edd360b92899ff907,0.0,0.0,230,0,12,11,0,0
0x4fc8452308c19537b41a7d13db9805b2155e6274,0.0,0.0,10,0,1,0,0,0
0x9b37e10e6c100dafa1e403fd0fb86795fc4ad854,0.0,0.0,4,0,1,0,0,0
0x1f24077f88f15b1ddc36d6971a5e31f55055ef67,0.0058793965392371,2.3,224,0,2,2,0,0
0xa80057281501d4d8b41c5d06e7649356e74f56c5,0.0,0.0,530,0,1,0,0,0
0x138740da7f41dac03d928b6c53ce387bf2b83798,5.34103e-05,0.02,14,0,2,2,0,0
0xdf9fb241e06cf62d0c90fd0eef02138b05b55980,5.18853e-05,0.02,15,0,2,2,0,0
0xf53ae5d8f8748a4d6253561def97a538347ab7a5,5.18213e-05,0.02,15,0,2,2,0,0
0x404bbf9384f06226ac6c71aac4e665dd384ba9a6,0.0226315986,8.84,74,0,1,1,0,0
0x23d0e742c334b0acab03b2f5b783bdb6de913207,4.265981504794376,1666.59,795,0,3,3,0,0
0xd4354fdf0d6e3099fd04909ecffff696d0f01482,5.33463e-05,0.02,14,0,1,1,0,0
0x7d72ffd0bb77693b84b468e40e39b0fe37ab10e9,5.18213e-05,0.02,15,0,2,2,0,0
0xecdff4549b4dc6c0cccecab3926761871aca0207,5.33463e-05,0.02,14,0,1,1,0,0
0xfa7f20c89e55b4fa8dfdd6d8b7a41b2541877bf5,2.00222e-05,0.01,34,0,2,2,0,0
0x03e9d0213bd9d743d47600bf1fd83db85054af01,0.0009082359885117,0.35,16,1,1,1,0,0
0x71eae1955417b74b961c38323542ce2355dbd1be,1.34264e-05,0.01,34,1,2,2,0,0
0x099edc74b8dc43c7dba5365e360769e41d9ea33f,2.79243e-05,0.01,15,0,3,3,0,0
0x142e1da6d1ab9ca0106cfdc7f78e53653bc9c07d,2.63353e-05,0.01,16,0,2,2,0,0
0x4aab9d32f4b4da19e738cf20b48e247fb7a443bd,2.2067e-05,0.01,36,0,2,2,0,0
0xeb06f04f792c87279c1c8d0d9d76ab037a2dedc2,0.0013937305089355,0.54,103,0,5,4,0,0
0xb3d230da8ff9744e9e333c4d77c9c2f6fd4973b9,5.18853e-05,0.02,15,0,1,1,0,0
0x628bc3f6493b2a762d0e87c1073d9c7d962bb5b4,5.18853e-05,0.02,15,0,2,2,0,0
0xb81b1941b65d2560e33a805d2f3392ab812db580,2.78603e-05,0.01,15,0,2,2,0,0
0x786b4d35438ac7a8c022158d917e8394b60a943c,0.000512188,0.2,1,0,1,1,0,0
0x33652d976ebb67767f207b9cd1d20fa3bdbbc695,0.7017677351108084,274.03,536,0,2,0,0,0
0xaca77f67aa66d1b16c494efb61fd69a91e8131af,0.028170426,11.0,119,0,4,4,0,0
0xd82858b8b1e9a170654f5035b51b08a71bc699d3,0.0,0.0,4,0,1,0,0,0
0xb44f0801e2b345e17d708dfa4c07efce9824664e,0.0,0.0,3,0,1,0,0,0
0x278a520fc5b4e2addc24d1f845f4c81d8471c7d9,0.0,0.0,167,0,5,2,0,0
0x63a4a004c59e3b5fd61b2e6c58a68d8eeff4d47c,0.0,0.0,8,0,1,0,0,0
0x03485b6f469656a5f4eadf5d47bda49f9acd2a73,9.99998e-08,0.01,60,1,3,0,0,0
0x33be1debba0e09b6fc200dd9addb78cbe72cd133,0.0012047547064445,0.47,37,0,5,5,0,0
0xa89d97239c6d07cdc2ce0eec07fa4a846f09139d,0.0,0.0,7,0,1,0,0,0
0x645078023951342db8723247076d81820f907faa,0.00085595,0.33,58,0,2,2,0,0
0x09ac08243f91a0da89995f9b7af96ef985aa5807,0.000389254,0.15,49288,1,1280,1280,0,0
0xb2782fd5a3d55d83255217d941b0b0e082048ba9,2429.102342470102,948515.88,48023,169,24,0,0,0
0x0147f245a454f7941469fdd37b23a3ffa307b996,0.0013692897674975,0.53,16544,1,524,242,0,0
0x0832b7250d8d932060e5e089557d246d0de85a43,0.0001339996588529,0.05,1069,0,37,37,0,0
0x58ee20ae1bf0de7bf661bb19e851cb453d56509b,0.00409745765077,1.6,19327,10,435,0,0,0
0xad59d1fb6b439c99726dd23cb4fda648cd47c340,0.000525295,0.21,21,0,2,0,0,0
0xf5f766853ac5ae6217870f094cf65ad1680ee829,0.000204384,0.08,22,0,1,1,0,0
0xec37dcae64eb072f30884efb5893306bd6d73c36,0.000164998,0.06,23,0,1,1,0,0
0xdf0daa2a7aaacea64a56674bad4b2f1bb51c4806,0.000225163,0.09,22,0,1,1,0,0
0xd465c12816cb41110ffa74a6b52b8e44d60964fd,0.000196484,0.08,23,0,1,1,0,0
0x24b8aaa29ad4a79a21d4a06d9f0099b5fb888f90,0.000195284,0.08,24,0,2,1,0,0
0xcb50365986ad2d00ef643d02c12c5507dd317093,0.000206371,0.08,22,0,2,1,0,0
0xd50484b6cc21dfea56875522eb8d7c083257a758,0.000235573,0.09,22,0,1,1,0,0
0x759cffe546d7466820105b452765fe9e0136c891,0.000164981,0.06,24,0,1,1,0,0
0x5cd8081a68ad6a27bbabe357bee5abfb4ce6805f,0.00024407,0.1,22,0,1,1,0,0
0x78a388732c744597824454a65b2959f77daa270b,0.000164587,0.06,24,0,2,1,0,0
0xdc478e0408e6d874cc75ffe37e5a1689747e651f,0.000205974,0.08,22,0,2,1,0,0
0x51a0091eca34c30c9092fe3cc6e3e9ecbe979669,0.000220583,0.09,23,0,2,1,0,0
0x5f4fe319fd4cdcf37e06f115a7a3ea7be3ad2c3a,0.000204668,0.08,22,0,2,1,0,0
0x16ad374a1ab983f3adeac82f5b1d7960ddaada63,0.000242689,0.09,22,0,1,1,0,0
0x35fe1fcc0e4334208ac680cc508bae82ff30c410,0.0002059,0.08,22,0,1,1,0,0
0xd589af5a1f61488868e9348931d9334a07a337e0,0.000230821,0.09,22,0,2,1,0,0
0x8390ee0c904e21f15502a26ee3943d61dd0566ab,0.000194469,0.08,23,0,2,1,0,0
0x93752dc55bb0955dcc12e05f7e8058fc2dd5a8ef,6.3583780766644e-05,0.02,62,0,1,0,0,0
0xfe72bcc33e8f7b3ff17b5be9980d47a52bb0be28,0.0001083139,0.04,20,0,4,3,0,0
0xa0d0c06533336595a8d05025cfe94248680541ac,22.51228051073413,8790.6,7336,0,296,278,0,0
0x297550852f8d32bc4bcfc07894c695c50f048bda,0.00342335,1.34,2,0,1,1,0,0
0x1307c33598aa0d8cecd7f72fc6302b5166683855,0.0,0.0,2,0,1,0,0,0
0x6386b26aa205c7c06bc2cfac0e86b6ebce968c57,0.001783,0.7,7849,0,408,408,0,0
0x958fae825d222aeda989b6778db880892e5e558c,0.00183156,0.72,7845,0,405,405,0,0
0x840b83e869ba8b125362ea8d1bb11db40062af02,0.0569918587714222,22.25,8870,0,159,1,0,0
0xa74640ec396adc5278327705655add2d3369832c,0.0284895260535895,11.12,162,0,5,4,0,0
0x45a80298ef23020d1bde98874ef771ba139cedab,0.00221596,0.87,7841,1,443,443,0,0
0x0ed908b78e9fbccd633213d7dbfcfc8768bc0c01,0.00197218,0.77,7840,0,406,406,0,0
0x9baeb3be233da1cbc330cb45bdee93a62b67d5db,0.0004,0.16,2,0,1,0,0,0
0x63a1675c9a5b23bc9965e1bdbd03b299e05610f8,0.0001057072506733,0.04,329,0,8,8,0,0
0xde995e4162d1384a08f9ae465932a6412e06c65d,0.0003999999999997,0.16,4,0,1,0,0,0
0xd509dab2454d88cc279f0a73c1b0f5d9a68e5464,0.00168102,0.66,7186,0,326,326,0,0
0xc0a198a577a4847dd638181ed2cb0fe2d9c0cb49,0.0,0.0,13,0,3,3,0,0
0x258a31508ccf2f8def9a67b6095abdaca1c930fa,0.00157377,0.61,44,1,2,2,0,0
0xdb43b229b5f01de22237b27bf53b79edd61a797b,0.0004000000000002,0.16,2,0,1,0,0,0
0x6ea3b849c1c4a98ea09c99690ddb4cb5f8e35fbe,0.0822520134322634,32.12,737,3,8,8,3,0
0x01bd5c5bdefa02f835505f158900ad1d7dc6e57d,0.00157413,0.61,54,0,1,1,0,0
