Acuracy,Precision,Recall,F1-score,F-beta,MCC,TP,TN,ROC Curve
0.9908960979424534,0.011904761904761904,0.0009584664536741214,0.0017740981667652277,0.0011744440964610082,0.0009874699232908114,3.0,367451.0,0.500140641983976
0.9268370951649003,0.00876008023251054,0.068370607028754,0.015530316774919263,0.028958835151154293,,214.0,343485.0,0.5012576450971891
0.9782865463959226,0.010930047694753578,0.01757188498402556,0.013477088948787061,0.015667730173199636,0.0031916963451372685,55.0,362723.0,0.5020181970473568
0.9324623142679934,0.009226497066332244,0.065814696485623,0.01618415367089602,0.029557781157631937,0.002174576769592132,206.0,345579.0,0.5028271197957079
0.9906533991316776,0.011627906976744186,0.0012779552715654952,0.002302820955670697,0.001554726368159204,0.0010616546556634421,4.0,367360.0,0.5001766442117959
0.8914893617021277,0.009827490555570232,0.11884984025559106,0.018153868677256425,0.03692454290989221,,372.0,330219.0,0.5084580993499875
0.9819539950920907,0.007739082365948038,0.008945686900958467,0.008298755186721992,0.008675176601809395,-0.0007610690761320175,28.0,364110.0,0.49959114641485236
0.9852358223444705,0.008385744234800839,0.006389776357827476,0.007252946509519492,0.006709158000670915,-4.8177501361008444e-05,20.0,365335.0,0.4999789512738281
0.9910632904565434,0.0,0.0,0.0,0.0,-0.0020556757208304785,0.0,367516.0,0.49974979602937175
0.9589434511770892,0.012022916162349713,0.047603833865814696,0.01919732010564968,0.029904066150202704,0.00728132897008196,149.0,355456.0,0.5071524744526246
0.991462395167597,0.0,0.0,0.0,0.0,-0.0009090970640938922,0.0,367664.0,0.49995104704922494
0.9910498071892782,0.0,0.0,0.0,0.0,-0.0020834329409078235,0.0,367511.0,0.4997429970084308
0.9915459914246421,0.0,0.0,0.0,0.0,-0.00033878631053063646,0.0,367695.0,0.499993200979059
0.9904511501226977,0.0,0.0,0.0,0.0,-0.003073262362541499,0.0,367289.0,0.4994411204786511
0.9893967586225494,0.0,0.0,0.0,0.0,-0.004295317227036411,0.0,366898.0,0.4989094370410661
0.989380578701831,0.0,0.0,0.0,0.0,-0.00431138951404898,0.0,366892.0,0.4989012782159369
