Acuracy,Precision,Recall,F1-score,F-beta,MCC,TP,TN,ROC Curve
0.9958128962794592,0.9736842105263158,0.5211267605633803,0.6788990825688074,0.5745341614906831,0.7107507028690669,74.0,16574.0,0.7605030520963619
0.9159588467520038,0.07984031936127745,0.8450704225352113,0.1458966565349544,0.28971511347175277,0.24435225163760668,120.0,15193.0,0.8808182711131655
0.9908481875822467,0.4723618090452261,0.6619718309859155,0.5513196480938416,0.6127770534550196,0.5547908974951323,94.0,16471.0,0.827818685763228
0.9682378274913267,0.18166939443535188,0.7816901408450704,0.2948207171314741,0.47073791348600513,0.3675362202781189,111.0,16076.0,0.8757630240904888
0.9971288431630578,0.9607843137254902,0.6901408450704225,0.8032786885245901,0.7313432835820896,0.8130299872710428,98.0,16572.0,0.8449497661645549
0.9310922359133867,0.09984152139461172,0.8873239436619719,0.1794871794871795,0.3442622950819672,0.2844323149308433,126.0,15440.0,0.9093955625645767
0.9708697212585238,0.2,0.8098591549295775,0.3207810320781032,0.5030621172353457,0.39384453995821705,115.0,16116.0,0.8910540948393062
0.9635123818638593,0.1704225352112676,0.852112676056338,0.284037558685446,0.47339593114241,0.37160772658034236,121.0,15987.0,0.9082896874490185
0.9972484746979303,1.0,0.676056338028169,0.8067226890756303,0.7228915662650602,0.821087941967196,96.0,16576.0,0.8380281690140845
0.9385692068429238,0.11488250652741515,0.9295774647887324,0.20449264136328427,0.3843913803145021,0.31493817344032116,132.0,15559.0,0.9341118501549839
0.9967101327910037,0.9065420560747663,0.6830985915492958,0.7791164658634537,0.7185185185185184,0.7854054931107856,97.0,16566.0,0.841247654848007
0.9883359253499222,0.40074906367041196,0.7535211267605634,0.5232273838630807,0.6407185628742514,0.5445383814033575,107.0,16416.0,0.8719343085540269
0.9916856083263548,1.0,0.02112676056338028,0.041379310344827586,0.02626970227670753,0.1447448543975889,3.0,16576.0,0.5105633802816901
0.99515492283766,1.0,0.4295774647887324,0.6009852216748768,0.4848966613672496,0.6538260523366869,61.0,16576.0,0.7147887323943662
0.9904294772101926,0.4536082474226804,0.6197183098591549,0.5238095238095238,0.5774278215223098,0.5255514083120412,88.0,16470.0,0.8066617611071836
0.9899509510707022,0.43564356435643564,0.6197183098591549,0.5116279069767441,0.5714285714285714,0.514758656574535,88.0,16462.0,0.8064204483658709
0.9961119751166407,1.0,0.5422535211267606,0.7031963470319635,0.5968992248062015,0.7349390931203413,77.0,16576.0,0.7711267605633803
0.9447302308888623,0.1203883495145631,0.8732394366197183,0.21160409556313992,0.38798498122653313,0.31242363611052415,124.0,15670.0,0.9092910503561912
0.9822347170714201,0.2876712328767123,0.7394366197183099,0.41420118343195267,0.5627009646302252,0.4544940921939685,105.0,16316.0,0.8618756457664909
0.9770307453044622,0.24472573839662448,0.8169014084507042,0.37662337662337664,0.5566218809980806,0.43972534873935193,116.0,16218.0,0.897651959051607
0.9959923435817681,1.0,0.528169014084507,0.6912442396313364,0.583203732503888,0.7252880499225802,75.0,16576.0,0.7640845070422535
0.9946763966981697,0.7572815533980582,0.5492957746478874,0.636734693877551,0.5812220566318927,0.6424323906398558,78.0,16551.0,0.7738937850073413
0.99030984567532,0.45535714285714285,0.7183098591549296,0.5573770491803278,0.6439393939393939,0.5674609566490347,102.0,16454.0,0.8554749102724455
0.9829525062806556,0.3041095890410959,0.7816901408450704,0.4378698224852071,0.594855305466238,0.4812553412252868,111.0,16322.0,0.8831833908858557
